USE_YMD,RTE_ID,RTE_NO,RTE_NM,STOPS_ID,STOPS_ARS_NO,SBWY_STNS_NM,GTON_TNOPE,GTOFF_TNOPE,REG_YMD
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000054,02153,충무로역2번출구.대한극장앞(00037),160.0,111.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000103,02207,퇴계로5가(00038),62.0,78.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000069,02168,을지로5가(00039),68.0,80.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000123,01219,방송통신대.이화장(00044),61.0,31.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000124,01220,혜화역2번출구.마로니에공원(00045),127.0,68.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000133,01229,혜화역.동성중고(장면총리가옥)(00046),262.0,66.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),107000033,08123,돈암동삼성아파트입구(00050),156.0,128.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),107000084,08174,길음동동부아파트(00051),57.0,176.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000079,09167,삼양동사거리(00054),119.0,179.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000077,09165,삼양사거리역(00055),57.0,63.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000075,09163,삼양초등학교(00056),12.0,39.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000073,09161,롯데마트삼양점.래미안1차아파트(00057),102.0,133.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000071,09159,빨래골입구.서울수유초등학교(00058),65.0,140.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000069,09157,수유보건지소(00059),17.0,106.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000047,09135,우이초등학교(00060),32.0,78.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000033,09121,인수동장미원(00062),22.0,84.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000022,09110,국립4.19민주묘지입구사거리(00063),48.0,103.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000005,01005,혜화동로터리.여운형활동터(00022),53.0,150.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000034,09122,가오리역(00007),121.0,41.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000035,09123,가오리역(00061),52.0,186.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000023,09111,국립4.19민주묘지입구사거리(00005),53.0,18.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000081,09169,송천초등학교.미아뉴타운입구(00053),71.0,218.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000371,09311,무량사입구(00065),0.0,103.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),108000372,09310,무량사입구(00003),87.0,0.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000050,02149,명동역4번출구(00035),466.0,136.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000335,02234,퇴계로2가.명동역7번출구(00030),74.0,458.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000055,02154,충무로역8번출구.대한극장앞(00028),60.0,108.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000052,02151,퇴계로3가.한옥마을.한국의집(00029),43.0,122.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000047,02146,남대문시장.회현역(00034),184.0,36.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000046,02145,남대문시장.회현역(00031),31.0,98.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000023,02118,숭례문.한국일보(00032),65.0,44.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000109,01205,종로5가.효제초등학교(00042),69.0,46.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000065,02164,중구청앞.덕수중학교(00027),24.0,91.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000108,01204,종로5가.효제동.김상옥의거터(00043),12.0,33.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000068,02167,방산시장.훈련원종합체육관(00040),24.0,52.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),100000116,01212,종로5가역6번출구(00041),91.0,212.0,20250104
20250101,11110005,104,104번(강북청소년수련관난나~숭례문),101000005,02005,서울역버스환승센터(00033),251.0,83.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000485,06028,신설동역(00032),43.0,110.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000033,06117,휘경동입구(00062),29.0,75.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000057,02156,을지로입구.로얄호텔(00047),184.0,17.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000060,02159,을지로2가.파인에빈뉴(00048),136.0,14.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000062,02161,을지로3가(00049),62.0,28.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000067,02166,을지로5가.중부시장(00051),44.0,53.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000070,02169,을지로6가.국립중앙의료원(00052),108.0,68.0,20250104
20250101,11110006,105,105번(상계동~서울역),100000365,01037,동대문역.흥인지문(00034),125.0,68.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000084,11184,대림아파트상가(00003),132.0,4.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000086,11186,도봉면허시험장(00004),88.0,8.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000085,11185,도봉면허시험장(00083),2.0,123.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000145,11245,상계주공2단지(00006),94.0,13.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000089,11189,상계10동우체국(00002),47.0,0.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000273,11374,서울시립북서울미술관(00078),113.0,119.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000266,11367,노원구민의전당(00009),135.0,112.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000346,11447,하계역(00010),85.0,36.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000347,11448,하계장미아파트(00011),80.0,52.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000008,07102,묵동자이.신도브래뉴아파트(00071),65.0,61.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000011,07105,한국전력동대문중랑지사(00019),80.0,51.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000016,07110,중화동한신아파트(00066),93.0,105.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000315,11416,하계역(00077),35.0,89.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000316,11417,하계미성아파트(00076),38.0,105.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000482,06023,제기동역.서울약령시(00058),53.0,82.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000006,07006,중랑역.동부시장(00065),189.0,166.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000005,07005,중랑역.동부시장(00022),142.0,230.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000009,06009,중랑교(00023),51.0,65.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000013,06013,시조사삼거리(00025),43.0,40.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000014,06014,떡전교사거리.동대문노인복지관(00026),56.0,57.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000480,06022,청량리.청과물도매시장(00029),91.0,107.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000483,06026,용두동사거리.한국의류시험연구원(00031),37.0,53.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000481,06024,제기동역.서울약령시(00030),50.0,55.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000144,11244,상계주공3단지(00005),218.0,14.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000146,11246,상계주공1단지(00007),80.0,21.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000265,11366,중계역(00008),102.0,35.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000060,11160,서울과학기술대입구(00012),113.0,89.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000062,11162,공릉역4번출구(00013),77.0,84.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000002,11102,공릉시장(00014),116.0,55.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000004,11104,태릉입구역3번출구(00015),64.0,83.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000009,07103,묵동삼거리.먹골역(00017),116.0,38.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000013,07107,지하철7호선중화역(00020),107.0,101.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000015,07109,국민은행중화동지점(00021),96.0,62.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000014,07108,지하철7호선중화역(00067),104.0,104.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000012,07106,한국전력동대문중랑지사(00068),44.0,71.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000010,07104,먹골역.묵동자이아파트(00070),49.0,107.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000003,11103,태릉입구역4번출구(00072),96.0,113.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000001,11101,공릉시장(00073),109.0,116.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000061,11161,공릉역1번출구(00074),86.0,127.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000059,11159,서울과학기술대입구(00075),90.0,76.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000272,11373,중계역(00079),41.0,74.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000157,11257,백병원(00080),15.0,101.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000156,11256,상계주공4단지(00081),13.0,78.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000155,11255,상계주공6단지(00082),11.0,181.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000083,11183,상계주공7단지(00084),1.0,51.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000088,11188,상계주공7단지.광림교회앞(00085),0.0,46.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000027,02122,숭례문(00044),57.0,61.0,20250104
20250101,11110006,105,105번(상계동~서울역),100000190,01288,종로중부새마을금고(00035),20.0,35.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000102,02206,퇴계로6가(00038),54.0,57.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000104,02208,퇴계로5가(00039),41.0,94.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000114,02219,남대문시장앞.이회영활동터(00045),107.0,18.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000043,02142,롯데영프라자(00046),163.0,32.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000447,06018,청량리역환승센터(00060),182.0,122.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000325,07425,먹골역5번출구(00018),80.0,42.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000326,07426,먹골역4번출구(00069),64.0,123.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000399,11502,7단지영업소(00001),27.0,0.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000015,06015,청량리역환승센타(00028),116.0,196.0,20250104
20250101,11110006,105,105번(상계동~서울역),100000367,01044,동묘앞(00033),150.0,85.0,20250104
20250101,11110006,105,105번(상계동~서울역),100000366,01041,동묘앞(00055),102.0,102.0,20250104
20250101,11110006,105,105번(상계동~서울역),106000007,07101,극동늘푸른아파트(00016),105.0,71.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000012,06012,삼육서울병원(00063),92.0,67.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000011,06011,삼육서울병원(00024),68.0,59.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000030,06114,서울성심병원(00061),54.0,56.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000486,06027,신설동역(00056),70.0,58.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000010,06010,중랑교(00064),60.0,49.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000484,06025,용두동사거리(00057),37.0,49.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000478,06021,청량리미주아파트.동대문세무서(00027),55.0,56.0,20250104
20250101,11110006,105,105번(상계동~서울역),105000488,06426,청량리수산시장(00059),118.0,78.0,20250104
20250101,11110006,105,105번(상계동~서울역),110000694,11504,7단지영업소(00086),0.0,33.0,20250104
20250101,11110006,105,105번(상계동~서울역),100000398,01023,동대문역.흥인지문(00054),108.0,143.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000335,02234,퇴계로2가.명동역7번출구(00042),108.0,440.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000055,02154,충무로역8번출구.대한극장앞(00040),23.0,104.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000052,02151,퇴계로3가.한옥마을.한국의집(00041),23.0,104.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000046,02145,남대문시장.회현역(00043),42.0,176.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000075,02174,동대문역사문화공원(00053),234.0,74.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000064,02163,을지로4가.베스트웨스턴국도(00050),64.0,35.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000071,02170,광희동(00037),89.0,52.0,20250104
20250101,11110006,105,105번(상계동~서울역),101000074,02173,동대문역사문화공원(00036),206.0,203.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000031,08121,정릉길음시장(00009),88.0,85.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000033,04132,무학여고(00025),158.0,74.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000087,13170,유원하나아파트(00068),13.0,52.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",113000058,14149,공덕오거리(00047),122.0,180.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000089,13172,홍지문.옥천암(00069),15.0,20.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000068,01163,서울예술고등학교.평창동주민센터(00073),23.0,37.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000067,01162,예능교회(00074),22.0,31.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000092,03186,녹사평역(00041),64.0,77.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000094,03188,용산구청.이태원시장(00040),204.0,124.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000096,03190,이태원역1번출구.해밀턴호텔(00039),376.0,169.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000017,08107,국민대앞(00078),44.0,40.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000098,03192,이태원119안전센터(00038),150.0,116.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000249,08347,정릉북한산국립공원입구(00088),1.0,135.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000021,08111,청덕초등학교(00079),41.0,45.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000100,03194,한남동주민센터(00037),322.0,181.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000102,03196,한강진역.블루스퀘어(00036),96.0,227.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000071,08161,정릉산장아파트(00002),175.0,0.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000073,08163,정릉4동주민센터.경국사(00003),35.0,33.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000074,08164,정릉4동주민센터.경국사(00086),14.0,22.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000075,08165,성북청수도서관.정릉4동성당(00005),68.0,20.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000076,08166,성북청수도서관.정릉4동성당(00084),29.0,59.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000071,04170,옥정중학교입구(00032),185.0,44.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000079,08169,정릉우체국앞(00007),89.0,35.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000176,13259,현대백화점(00054),140.0,190.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000077,13160,정원여중(00063),21.0,59.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000069,13152,한성화교중고교.서대문소방서(00059),27.0,148.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000079,13162,홍은현대아파트.스위스그랜드호텔(00064),35.0,60.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000081,13164,유진상가(00065),84.0,139.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000083,13166,문화촌현대아파트(00066),32.0,115.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000035,08125,돈암1동주민센터(00011),26.0,14.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",105000083,06169,경동시장(00019),104.0,89.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000048,01143,세검정.상명대(00070),12.0,55.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000070,08160,정릉북한산국립공원입구(00001),203.0,1.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000087,03181,용산꿈나무종합타운.보건분소(00043),126.0,272.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000061,13144,동교동삼거리연희동방면(00055),427.0,224.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000069,01164,화정박물관(00072),9.0,37.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000023,08113,북악중학교(00080),10.0,24.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000025,08115,봉국사(00081),3.0,11.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000021,04120,마장축산물시장(00022),56.0,60.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000023,04122,도선사거리(00023),24.0,65.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000033,08123,돈암동삼성아파트입구(00010),124.0,76.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000090,03184,전쟁기념관(00042),63.0,211.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",105000080,06166,동대문구청.용신동주민센터(00021),116.0,69.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000040,04139,응봉동주민센터(00026),46.0,84.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000043,04142,응봉동현대아파트(00027),127.0,196.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000061,04160,삼성래미안아파트앞(00028),61.0,71.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000116,03210,한남시범아파트(00033),42.0,43.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000118,03212,한남동(00034),189.0,185.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000060,08150,종암사거리입구(00013),75.0,106.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000062,08152,종암동주민센터(00014),67.0,51.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000064,08154,숭례초교(00015),55.0,42.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",105000088,06174,고려대역.고대앞삼거리(00016),45.0,62.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000085,03179,효창공원앞역.이봉창역사울림관(00044),110.0,84.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",113000060,14151,용마루고개.신공덕삼성아파트(00046),32.0,55.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000065,13148,연희교차로(00057),113.0,175.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000067,13150,연희3거리(00058),55.0,67.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000071,13154,서대문자연사박물관입구(00060),25.0,136.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000073,13156,서대문구청.보건소.구의회(00061),38.0,96.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000085,13168,서울여자간호대학교.홍은초등학교(00067),42.0,118.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000066,01161,벽산평창힐스아파트(00075),7.0,21.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000065,01160,롯데아파트(00076),9.0,15.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000072,08162,정릉대우아파트(00087),4.0,111.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000037,08127,종암사거리(00012),17.0,63.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",105000082,06168,제기동주민센터.서울약령시앞(00018),52.0,53.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000029,08119,숭덕초교(00008),88.0,45.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000080,08170,정릉우체국앞(00082),36.0,94.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000078,08168,정릉시장입구(00083),81.0,56.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000077,08167,정릉시장입구(00006),143.0,58.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000064,13147,연희동대우아파트(00056),205.0,165.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",102000083,03177,용마루고개.서울자동차고등학교(00045),91.0,49.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",103000014,04112,성동구청(00024),93.0,102.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",112000076,13159,서대문보건소별관.홍제폭포(00062),66.0,151.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",100000355,01293,평창동삼성아파트(00077),6.0,17.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",105000085,06171,홍파초등학교(00017),45.0,30.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000518,08408,북한산보국문역2번출구(00004),69.0,61.0,20250104
20250101,11110009,110A,"110번(A,고려대방향,정릉~정릉)",107000519,08409,북한산보국문역1번출구(00085),85.0,61.0,20250104
